Paper,Citation
CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,Toward quantitative characterization of essential tremor for future tremor suppression
CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,Diagnostic and prognostic value of delayed Gadolinium Enhanced Magnetic Resonance Imaging of Cartilage (dGEMRIC) in early osteoarthritis of the hip
CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,Carbon monolith scaffolding for high volumetric capacity silicon Li-ion battery anodes
CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,Pathology-targeted cell delivery via injectable micro-scaffold capsule mediated by endogenous TGase
CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,Estimation of 3D Ground Reaction Force Using Nanocomposite Piezo-Responsive Foam Sensors During Walking
CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,Differential effects of air conditioning type on residential endotoxin levels in a semi-arid climate
CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,"Hierarchically refined and coarsened splines for moving interface problems, with particular application to phase-field models of prostate tumor growth"
CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,Inverted L-arm gripper compliant mechanism
"Active Topology Inference in Store, Code, and Forward Networks",A Comparison of Indoor MIMO Measurements and Ray-Tracing at 24 and 2.55 GHz
"Active Topology Inference in Store, Code, and Forward Networks",A fast-running simulation tool for axisymmetric oxy-coal combustors
"Active Topology Inference in Store, Code, and Forward Networks",Optimal Distributed Control for Platooning via Sparse Coprime Factorizations
On peak-to-average power ratio optimization for coded APSK,Optimizing coded 16-APSK for aeronautical mobile telemetry
On peak-to-average power ratio optimization for coded APSK,A Comparison of Indoor MIMO Measurements and Ray-Tracing at 24 and 2.55 GHz
On peak-to-average power ratio optimization for coded APSK,Optimal Distributed Control for Platooning via Sparse Coprime Factorizations
On peak-to-average power ratio optimization for coded APSK,Sparse MMSE equalizer for GTR-STBC in aeronautical telemetry
On peak-to-average power ratio optimization for coded APSK,A summary of data-aided equalizer experiments at edwards AFB
Cryptanalysis of Lempel-Ziv Compressed and Encrypted Text: The Statistics of Compression,A Comparison of Indoor MIMO Measurements and Ray-Tracing at 24 and 2.55 GHz
Cryptanalysis of Lempel-Ziv Compressed and Encrypted Text: The Statistics of Compression,Layering Security at Global Control Points to Secure Unmodified Software
Cryptanalysis of Lempel-Ziv Compressed and Encrypted Text: The Statistics of Compression,Rigidly foldable quadrilateral meshes from angle arrays
Cryptanalysis of Lempel-Ziv Compressed and Encrypted Text: The Statistics of Compression,Optimal Distributed Control for Platooning via Sparse Coprime Factorizations
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,Ground-based 3D radar imaging of trees using a 2D synthetic aperture
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,Mixed-integer multi-objective optimization applied to the PCS design of the I 2S-LWR
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,In situ bubble characterization during resin infusion for process simulation of voids
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,Optimal combined long-term facility design and short-term operational strategy for CHP capacity investments
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,Multidimensional Stability of Large-Amplitude Navier–Stokes Shocks
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,Effect of the turbulence modeling in large-eddy simulations of nonpremixed flames undergoing extinction and reignition
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,"The need, development, and validation of the innovation test instrument"
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,Use of Personality Profile Assessments in the U.S. Commercial Construction Industry
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,Effect of tool geometry and process parameters on mechanical properties of friction stir spot welded dissimilar aluminum alloys
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,The scaled SLW model of gas radiation in non-uniform media
Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors
Efficiency of Generalized Regular k-point grids,Informing the use of hyperparameter optimization through metalearning
Efficiency of Generalized Regular k-point grids,Dynamic grouping of cooperating vehicles using a receding horizon controller for ground target search and track missions
Efficiency of Generalized Regular k-point grids,Semi-empirical model for fire spread in chamise and big sagebrush shrubs with spatially-defined fuel elements and flames
