Paper,Reviewer,Decision,Review
Optical measurement of voids in situ during infusion of carbon reinforcements,Lebedev O.V.,False,Nothing makes sense
Optical measurement of voids in situ during infusion of carbon reinforcements,Smith R.,True,Not bad at all
Optical measurement of voids in situ during infusion of carbon reinforcements,Warner W.Y.,True,Interesting
Simphony: An open-source photonic integrated circuit simulation framework,King M.,True,Not bad at all
Simphony: An open-source photonic integrated circuit simulation framework,Zimmerman T.K.,True,Interesting
Simphony: An open-source photonic integrated circuit simulation framework,Swift G.,False,Meh
"Designer Thinking, A Unique Combination of Cognitive Modes",Lebedev O.V.,False,Is this a joke?
"Designer Thinking, A Unique Combination of Cognitive Modes",Mitschang P.,True,Interesting
"Designer Thinking, A Unique Combination of Cognitive Modes",Leto A.,True,The best thing I have ever read
Rethinking Our Assumptions About Language Model Evaluation,Brodie M.,True,The best thing I have ever read
Rethinking Our Assumptions About Language Model Evaluation,Martinez T.,True,The best thing I have ever read
Rethinking Our Assumptions About Language Model Evaluation,Bolme D.,False,Meh
Nanofluidic peristaltic pumps made from silica thin films,Hart G.,True,The best thing I have ever read
Nanofluidic peristaltic pumps made from silica thin films,Bunnell S.,True,Interesting
Nanofluidic peristaltic pumps made from silica thin films,Kim D.,False,Nothing makes sense
Modeling common cause failures in systems with triple modular redundancy and repair,Sommerfeldt S.D.,True,Interesting
Modeling common cause failures in systems with triple modular redundancy and repair,Camplani A.,False,Meh
Modeling common cause failures in systems with triple modular redundancy and repair,Rice W.,True,Interesting
Comparing model-based control methods for simultaneous stiffness and position control of inflatable soft robots,Bjørkevoll K.,True,Not bad at all
Comparing model-based control methods for simultaneous stiffness and position control of inflatable soft robots,Herder J.L.,True,Interesting
Comparing model-based control methods for simultaneous stiffness and position control of inflatable soft robots,Choudhury D.,True,Interesting
Analysis and evaluation of partitioning techniques for multi-user CAD,Hughes T.J.R.,True,Not bad at all
Analysis and evaluation of partitioning techniques for multi-user CAD,Rodin G.J.,False,Is this a joke?
Analysis and evaluation of partitioning techniques for multi-user CAD,Bowlan P.,True,Not bad at all
"Automated sounding for concrete bridge deck inspection through a multi-channel, continuously moving platform",Sampad M.J.N.,False,I would not even use it as toilet paper
"Automated sounding for concrete bridge deck inspection through a multi-channel, continuously moving platform",Perrins E.,True,The best thing I have ever read
"Automated sounding for concrete bridge deck inspection through a multi-channel, continuously moving platform",Rice M.,True,The best thing I have ever read
"Design and analysis of self-deployable, self-stiffening, and retractable arrays",Wheadon J.,True,The best thing I have ever read
"Design and analysis of self-deployable, self-stiffening, and retractable arrays",Fry R.,False,Is this a joke?
"Design and analysis of self-deployable, self-stiffening, and retractable arrays",Han K.-S.,True,Not bad at all
"Self-deployable, self-stiffening, and retractable origami-based arrays for spacecraft",Peters K.,True,Interesting
"Self-deployable, self-stiffening, and retractable origami-based arrays for spacecraft",Van Steenberge G.,True,Not bad at all
"Self-deployable, self-stiffening, and retractable origami-based arrays for spacecraft",Shumway L.,True,Not bad at all
Developing Decision Boundaries for Left-Turn Treatments,Rice M.,True,Not bad at all
Developing Decision Boundaries for Left-Turn Treatments,Perrins E.,True,The best thing I have ever read
Developing Decision Boundaries for Left-Turn Treatments,Yang Y.,True,The best thing I have ever read
Machine Learning for Offensive Security: Sandbox Classification Using Decision Trees and Artificial Neural Networks,Hansen L.T.,True,Interesting
Machine Learning for Offensive Security: Sandbox Classification Using Decision Trees and Artificial Neural Networks,Warnick S.,True,Not bad at all
Machine Learning for Offensive Security: Sandbox Classification Using Decision Trees and Artificial Neural Networks,Metro D.,True,The best thing I have ever read
Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,Schmidt H.,True,Interesting
Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,Bischoff M.,False,I would not even use it as toilet paper
Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,Dornisch W.,True,The best thing I have ever read
Single pursuer and two cooperative evaders in the border defense differential game,Dwivedi V.H.,True,Interesting
Single pursuer and two cooperative evaders in the border defense differential game,Gou Y.,True,Not bad at all
Single pursuer and two cooperative evaders in the border defense differential game,Camacho R.M.,True,The best thing I have ever read
Volume and frequency-independent spreading of droplets driven by ultrasonic surface vibration,Jesiek B.K.,True,Not bad at all
Volume and frequency-independent spreading of droplets driven by ultrasonic surface vibration,Das H.,False,Meh
Volume and frequency-independent spreading of droplets driven by ultrasonic surface vibration,Powell K.M.,True,The best thing I have ever read
Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,Monk A.,True,Interesting
Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,Pfau K.H.,True,Interesting
Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,Hastings A.,True,Not bad at all
Statistical method to extract radiation-induced multiple-cell upsets in SRAM-Based FPGAs,Jensen H.,False,My dog can write better
Statistical method to extract radiation-induced multiple-cell upsets in SRAM-Based FPGAs,Noronha D.H.,True,The best thing I have ever read
Statistical method to extract radiation-induced multiple-cell upsets in SRAM-Based FPGAs,Takai H.,True,Not bad at all
Electromagnetic excitation technique for nonlinear resonant ultrasound spectroscopy,Ulrich T.J.,True,The best thing I have ever read
Electromagnetic excitation technique for nonlinear resonant ultrasound spectroscopy,Chen J.,True,The best thing I have ever read
Electromagnetic excitation technique for nonlinear resonant ultrasound spectroscopy,Fagergren F.,True,The best thing I have ever read
On the modeling of a contact-aided cross-axis flexural pivot,Brown N.,True,Not bad at all
On the modeling of a contact-aided cross-axis flexural pivot,Salmon J.L.,True,Interesting
On the modeling of a contact-aided cross-axis flexural pivot,Davis T.M.,True,Not bad at all
Model predictive control and estimation of managed pressure drilling using a real-time high fidelity flow model,Wingate D.W.,True,Not bad at all
Model predictive control and estimation of managed pressure drilling using a real-time high fidelity flow model,Clark R.,True,The best thing I have ever read
Model predictive control and estimation of managed pressure drilling using a real-time high fidelity flow model,Quinn H.,True,The best thing I have ever read
Coherence analysis of the noise from a simulated highly heated laboratory-scale jet,Neilsen T.B.,True,Interesting
Coherence analysis of the noise from a simulated highly heated laboratory-scale jet,Rasmussen S.,True,Not bad at all
Coherence analysis of the noise from a simulated highly heated laboratory-scale jet,Scott M.A.,True,Not bad at all
Measuring Compliance of Driver Yielding at Enhanced Pedestrian Crossings in Utah,Schulzke C.,True,The best thing I have ever read
Measuring Compliance of Driver Yielding at Enhanced Pedestrian Crossings in Utah,Peatross J.,True,Interesting
Measuring Compliance of Driver Yielding at Enhanced Pedestrian Crossings in Utah,Saito M.,False,I would not even use it as toilet paper
Array Antenna Gain Enhancement with the Poynting Streamline Method,King R.,True,Not bad at all
Array Antenna Gain Enhancement with the Poynting Streamline Method,Seng F.,True,The best thing I have ever read
Array Antenna Gain Enhancement with the Poynting Streamline Method,Liu H.,False,Is this a joke?
Exact relations between Rayleigh-Bénard and rotating plane Couette flow in two dimensions,Dornisch W.,True,The best thing I have ever read
Exact relations between Rayleigh-Bénard and rotating plane Couette flow in two dimensions,Okunuki T.,True,Not bad at all
Exact relations between Rayleigh-Bénard and rotating plane Couette flow in two dimensions,Dasmeh A.,True,Interesting
Cooperative relative navigation of multiple aircraft in global positioning system-denied/degraded environments,Mehr J.,True,Not bad at all
Cooperative relative navigation of multiple aircraft in global positioning system-denied/degraded environments,Selvan K.T.,True,The best thing I have ever read
Cooperative relative navigation of multiple aircraft in global positioning system-denied/degraded environments,Wheeler D.O.,True,Not bad at all
Convolutional Neural Network Based on Complex Networks for Brain Tumor Image Classification with a Modified Activation Function,Bearden C.E.,True,Interesting
Convolutional Neural Network Based on Complex Networks for Brain Tumor Image Classification with a Modified Activation Function,Goncalves J.,True,Not bad at all
Convolutional Neural Network Based on Complex Networks for Brain Tumor Image Classification with a Modified Activation Function,Grimsman D.,True,Not bad at all
