Paper,Reviewers
10.1016/j.msea.2018.07.062/O,36667397700;6701421652;7402648240
10.1016/j.msea.2018.07.062/P,57191570988;7401431037;16041305200
10.1016/j.msea.2018.07.062/S,16041305200;7004307869;56012631600
10.1080/15397734.2017.1406370/O,18535712500;55522618700;7401970125
10.1080/15397734.2017.1406370/P,57218685929;57201634652;7004904337
10.1080/15397734.2017.1406370/S,55487415500;57201257192;6602649851
10.1007/s10798-017-9417-0/O,14035040300;7102443026;6506645565
10.1007/s10798-017-9417-0/P,6507358470;57187178400;57203978933
10.1007/s10798-017-9417-0/S,6603615600;35262249500;57190228554
10.1016/j.ijheatmasstransfer.2018.03.041/O,7202277096;7202518970;7202538835
10.1016/j.ijheatmasstransfer.2018.03.041/P,7202538835;56692412900;7004904337
10.1016/j.ijheatmasstransfer.2018.03.041/S,15044701600;55764744500;6603077820
10.1016/j.diamond.2018.07.022/O,57194231165;57195286623;55938156500
10.1016/j.diamond.2018.07.022/P,57212151348;12142543700;56181255300
10.1016/j.diamond.2018.07.022/S,57204595191;36924577900;57202116348
10.1016/j.soildyn.2018.04.048/O,6603866674;57203191415;57202852104
10.1016/j.soildyn.2018.04.048/P,57195292516;57208012227;57211516485
10.1016/j.soildyn.2018.04.048/S,36055605700;36125615300;6507359986
10.1109/ICUAS.2018.8453285/O,57196000820;56155127800;10639679200
10.1109/ICUAS.2018.8453285/P,7406552522;57204029674;56020026900
10.1109/ICUAS.2018.8453285/S,8231832400;57202785989;7202842875
10.1109/ICUAS.2018.8453323/O,57193895552;34168247900;57210920448
10.1109/ICUAS.2018.8453323/P,57216048774;35562442700;57189292901
10.1109/ICUAS.2018.8453323/S,57204031131;7201793184;56560099200
10.1109/REMAR.2018.8449874/O,55645613600;57217339723;6602335448
10.1109/REMAR.2018.8449874/P,57211158470;57201086222;57208246750
10.1109/REMAR.2018.8449874/S,7003292762;57219015425;57202627167
10.1109/REMAR.2018.8449881/O,57218095797;57199050938;57196487336
10.1109/REMAR.2018.8449881/P,7004435321;57214855898;7403218372
10.1109/REMAR.2018.8449881/S,57200363612;57197800472;57212147414
10.1109/REMAR.2018.8449875/O,55522618700;56577146500;56489679500
10.1109/REMAR.2018.8449875/P,55864283000;56577146500;57208598187
10.1109/REMAR.2018.8449875/S,57211435896;57218202833;57208598187
10.1109/REMAR.2018.8449870/O,7401431037;57193533805;56890669600
10.1109/REMAR.2018.8449870/P,24401574900;23009691800;57205257595
10.1109/REMAR.2018.8449870/S,55726346900;57214365851;7004307869
10.1145/3233547.3233599/O,55376424100;56585583100;57215823167
10.1145/3233547.3233599/P,57202256915;6701774874;7103269626
10.1145/3233547.3233599/S,25627506700;7005412154;8517650500
10.1109/LPT.2018.2858258/O,57203142381;57215031057;57218593446
10.1109/LPT.2018.2858258/P,8608718200;57199050938;55326050200
10.1109/LPT.2018.2858258/S,57194874146;12142543700;35547089300
10.1109/IRI.2018.00015/O,6602958570;7102523474;57196465311
10.1109/IRI.2018.00015/P,57210290270;57210288045;7005513246
10.1109/IRI.2018.00015/S,57191156976;13605498800;57215607275
10.1109/IRI.2018.00050/O,57192955909;6602649851;57216183270
10.1109/IRI.2018.00050/P,56149906900;57207470751;7005513246
10.1109/IRI.2018.00050/S,57195921912;57204029674;55272011900
10.1109/MCS.2018.2830079/O,57194859276;57193903292;15044701600
10.1109/MCS.2018.2830079/P,57217564448;15044701600;10141271600
10.1109/MCS.2018.2830079/S,55457444300;56196521900;7004609408
10.1007/s00162-018-0465-1/O,56484754900;57204029674;57204031131
10.1007/s00162-018-0465-1/P,56453304300;7005666650;57218095797
10.1007/s00162-018-0465-1/S,7006441571;7004834766;56260937200
10.1016/j.mechmachtheory.2018.04.013/O,7402756644;34873697600;36668159600
10.1016/j.mechmachtheory.2018.04.013/P,16548784600;57198146081;57196372172
10.1016/j.mechmachtheory.2018.04.013/S,18535712500;57188681207;55849071700
10.1109/ICC.2018.8422677/O,56490084100;57218270296;57217245563
10.1109/ICC.2018.8422677/P,57202323019;57198146081;57218269408
10.1109/ICC.2018.8422677/S,57211254337;24726409500;57203245208
10.1109/ICC.2018.8422678/O,57126390100;57210290270;7201675107
10.1109/ICC.2018.8422678/P,7202317282;36987999600;57204693186
10.1109/ICC.2018.8422678/S,55710750200;36987999600;57202612841
10.1109/SP.2018.00067/O,8231832400;57164754700;56164575400
10.1109/SP.2018.00067/P,8231832400;57192300416;35621274900
10.1109/SP.2018.00067/S,57200118672;57204029674;8929123100
10.1080/08956308.2018.1471275/O,7004904337;57202293242;7005513246
10.1080/08956308.2018.1471275/P,57202293242;36459611200;34868168700
10.1080/08956308.2018.1471275/S,34868168700;57218202833;57202293242
10.1117/1.JMM.17.3.034501/O,57208246750;57207842193;57211443769
10.1117/1.JMM.17.3.034501/P,57219015425;57208823236;39062078800
10.1117/1.JMM.17.3.034501/S,12544690900;36859700200;57217581770
10.1109/TAP.2018.2829838/O,57215811083;15044701600;57196261400
10.1109/TAP.2018.2829838/P,7003868048;56490084100;57189030360
10.1109/TAP.2018.2829838/S,7003445799;36240601900;57202612841
10.1061/(ASCE)HY.1943-7900.0001474/O,57198146081;57202445593;12778890800
10.1061/(ASCE)HY.1943-7900.0001474/P,55353164900;7003292762;7202083837
10.1061/(ASCE)HY.1943-7900.0001474/S,56148594700;57190404271;7004609408
10.1002/jee.20225/O,57204728159;57212343330;57195420301
10.1002/jee.20225/P,6603042352;57212151348;57207312334
10.1002/jee.20225/S,57190247942;55171433700;55141781300
10.1016/j.mechmachtheory.2018.03.014/O,57211642778;7402756644;8621794000
10.1016/j.mechmachtheory.2018.03.014/P,57219312906;55649569259;57190384916
10.1016/j.mechmachtheory.2018.03.014/S,16053936800;57217789464;57196484337
10.3390/mi9070326/O,55812232700;23052031200;57215687139
10.3390/mi9070326/P,7402407628;35790633100;7103123753
10.3390/mi9070326/S,57200529047;7003772744;57191587072
10.1088/1757-899X/375/1/012012/O,57207980336;57214937519;36176552000
10.1088/1757-899X/375/1/012012/P,57215904613;57217317667;7004300863
10.1088/1757-899X/375/1/012012/S,56911636200;56012631600;56714263700
10.1016/j.cma.2018.02.019/O,56164575400;57194015684;57218886189
10.1016/j.cma.2018.02.019/P,57218591162;57204029674;8621794000
10.1016/j.cma.2018.02.019/S,16199522200;57189843306;7005934389
10.1109/PLANS.2018.8373454/O,57203661089;55613237293;35562442700
10.1109/PLANS.2018.8373454/P,55649569259;57191862517;57193900229
10.1109/PLANS.2018.8373454/S,6701609778;57197710678;57210914089
10.1109/TCSII.2017.2786640/O,57218202833;57212107391;57210288045
10.1109/TCSII.2017.2786640/P,8342785400;7005513246;57216244800
10.1109/TCSII.2017.2786640/S,55619678900;57218202833;57212110613
10.1016/j.matchar.2018.03.035/O,57211282830;36176552000;7402756644
10.1016/j.matchar.2018.03.035/P,7005513246;57196465311;57207901363
10.1016/j.matchar.2018.03.035/S,7402756644;57196465311;57191587072
10.1016/j.ijheatmasstransfer.2017.12.113/O,57211500187;16422844400;57200117690
10.1016/j.ijheatmasstransfer.2017.12.113/P,8715877100;57203943386;7003387464
10.1016/j.ijheatmasstransfer.2017.12.113/S,57201634652;57200514682;6602649851
10.1061/(ASCE)CO.1943-7862.0001469/O,7402967162;7102405529;14831622300
10.1061/(ASCE)CO.1943-7862.0001469/P,14831622300;57209567638;57198919773
10.1061/(ASCE)CO.1943-7862.0001469/S,7402967162;6507359986;6507358470
10.1109/JQE.2018.2816120/O,57203942414;57211435896;57212184217
10.1109/JQE.2018.2816120/P,57216739000;7003381644;7005513246
10.1109/JQE.2018.2816120/S,6603907334;7005636820;57195515828
10.1115/1.4039852/O,57214076898;56260937200;7005408810
10.1115/1.4039852/P,56196521900;6508342170;57218591162
10.1115/1.4039852/S,57191110417;56386056100;56196521900
10.1061/(ASCE)ST.1943-541X.0001978/O,6506269903;57201257192;56260937200
10.1061/(ASCE)ST.1943-541X.0001978/P,57214365851;56330168500;57202627912
10.1061/(ASCE)ST.1943-541X.0001978/S,36125615300;57208012133;55487415500
10.3390/s18061745/O,20735824800;6506674242;55812232700
10.3390/s18061745/P,57215684781;57214071214;56247393100
10.3390/s18061745/S,57204799155;57203269936;57196096093
10.1109/ISBI.2018.8363830/O,57144864700;57212088299;57218095797
10.1109/ISBI.2018.8363830/P,7202910012;56871132500;56701619800
10.1109/ISBI.2018.8363830/S,16422844400;57194639611;57214855898
10.1016/j.jbiomech.2018.04.010/O,6507359986;57215684781;56364369100
10.1016/j.jbiomech.2018.04.010/P,6602749964;7004904337;56747755300
10.1016/j.jbiomech.2018.04.010/S,57203245208;7007046711;57203188827
10.1021/acsbiomaterials.8b00038/O,57215607275;57219005376;57207222602
10.1021/acsbiomaterials.8b00038/P,57189351639;57218202833;56701050600
10.1021/acsbiomaterials.8b00038/S,57198146081;57214855898;16422844400
10.1016/j.jmatprotec.2017.11.044/O,7006214218;56094587000;57195574701
10.1016/j.jmatprotec.2017.11.044/P,8935514400;24295291100;6701863708
10.1016/j.jmatprotec.2017.11.044/S,57199980412;55161739600;6603325558
10.1016/j.cma.2018.01.023/O,57218102993;7003498548;57217317667
10.1016/j.cma.2018.01.023/P,57190404271;57209538650;57201397713
10.1016/j.cma.2018.01.023/S,57193749678;57194006378;57218102993
10.1088/1361-665X/aab7d7/O,9277159100;8421746800;36106810300
10.1088/1361-665X/aab7d7/P,57199050938;57202321033;57193015007
10.1088/1361-665X/aab7d7/S,40561545600;35790633100;57203922639
10.1021/acs.iecr.8b00531/O,55694540600;57194231165;57195340095
10.1021/acs.iecr.8b00531/P,57192710054;57200686665;12445742400
10.1021/acs.iecr.8b00531/S,35508257500;8715877100;57195286623
10.1088/1361-6439/aab221/O,19639917400;57188691775;57197791798
10.1088/1361-6439/aab221/P,57195598039;57218202833;57193627694
10.1088/1361-6439/aab221/S,7004904337;57189227384;57211516485
10.1115/1.4039006/O,57215598228;54911216200;57189026693
10.1115/1.4039006/P,57204761536;14035040300;55213245300
10.1115/1.4039006/S,57216739000;7005513246;56353116200
10.1117/1.JMM.17.2.025501/O,57203942414;57216751001;7005512824
10.1117/1.JMM.17.2.025501/P,57189445479;57216181629;55652695700
10.1117/1.JMM.17.2.025501/S,57218202833;56709476900;55919211300
10.1016/j.ndteint.2018.01.006/O,57192067288;57192070840;57214855898
10.1016/j.ndteint.2018.01.006/P,56492379200;36953700600;6603907334
10.1016/j.ndteint.2018.01.006/S,57218593962;57201947722;57218202833
10.1115/1.4038972/O,56196521900;57081918700;57217317667
10.1115/1.4038972/P,57212415946;57197791798;8922674200
10.1115/1.4038972/S,56677251600;57218105310;14033673100
10.1115/1.4038925/O,8342785400;57211516485;57191822951
10.1115/1.4038925/P,57188658434;57216754583;57188681207
10.1115/1.4038925/S,57211516485;8421746800;57197773578
10.1002/jbio.201700018/O,56247393100;55812232700;56387524600
10.1002/jbio.201700018/P,57189445479;57202064143;35088650000
10.1002/jbio.201700018/S,57205514839;7004904337;56896749800
10.1016/j.aap.2018.01.029/O,56896749800;56701619800;57190258899
10.1016/j.aap.2018.01.029/P,55601054600;57193911152;57191477766
10.1016/j.aap.2018.01.029/S,56376235200;57193322440;52663627000
10.1049/iet-gtd.2017.0606/O,57211158470;56386056100;57215598228
10.1049/iet-gtd.2017.0606/P,57188658434;55457444300;7102879142
10.1049/iet-gtd.2017.0606/S,57212455523;57218886153;57215607275
10.1109/CICN.2017.8319387/O,57160053200;57193360481;8705255200
10.1109/CICN.2017.8319387/P,53984647600;57201700890;57205285411
10.1109/CICN.2017.8319387/S,57214076898;57211254337;57211281996
10.1109/IISA.2017.8316368/O,34874038200;56767836200;57202433366
10.1109/IISA.2017.8316368/P,55171433700;57211281996;57204903122
10.1109/IISA.2017.8316368/S,34873697600;57207689986;57218591162
10.1109/IISA.2017.8316436/O,57215904613;7005513246;7402756644
10.1109/IISA.2017.8316436/P,57203575128;57195591421;7402756644
10.1109/IISA.2017.8316436/S,53878508900;57195591421;35747244700
10.1016/j.mechmat.2017.12.001/O,57201634652;55457444300;7004495126
10.1016/j.mechmat.2017.12.001/P,57203142381;56911636200;6701863708
10.1016/j.mechmat.2017.12.001/S,24401574900;57215904613;14833931300
10.1016/j.firesaf.2018.01.002/O,7102879142;57214937519;57218202833
10.1016/j.firesaf.2018.01.002/P,55944583700;7202518970;56584019300
10.1016/j.firesaf.2018.01.002/S,24401574900;7005513246;57218202833
10.1145/3173386.3177008/O,14831622300;57201947722;7004904337
10.1145/3173386.3177008/P,57209581042;57218202833;57208584595
10.1145/3173386.3177008/S,14831622300;57201947722;35175200200
10.1039/c7lc01113j/O,57215613881;57195286623;56747755300
10.1039/c7lc01113j/P,55542008600;55235047300;7005052477
10.1039/c7lc01113j/S,57201772566;57211987837;56221719300
10.1021/acssynbio.7b00316/O,55544941800;56514586700;14033673100
10.1021/acssynbio.7b00316/P,57203250533;6701720294;57201983321
10.1021/acssynbio.7b00316/S,57196096093;57193016069;57204803477
10.1145/3174243.3174254/O,57205329719;57208710317;57210288045
10.1145/3174243.3174254/P,7005512824;57204964732;57197733505
10.1145/3174243.3174254/S,57189235340;57204470823;57210290270
10.1016/j.snb.2017.09.090/O,57193401477;57204434337;57203943386
10.1016/j.snb.2017.09.090/P,8715877100;55877167500;57200390842
10.1016/j.snb.2017.09.090/S,57215598228;57215607275;35587077000
10.1109/PESGM.2017.8274513/O,57206968876;57210912098;7005513246
10.1109/PESGM.2017.8274513/P,56824897200;57210911049;57218202833
10.1109/PESGM.2017.8274513/S,55849071700;7006542177;57210911049
10.1109/CDC.2017.8264370/O,57218202833;6701777223;56819566000
10.1109/CDC.2017.8264370/P,57218202833;56102505100;57191620725
10.1109/CDC.2017.8264370/S,56819566000;57218202833;57210260262
10.1109/CDC.2017.8264534/O,16053936800;12778890800;57193565771
10.1109/CDC.2017.8264534/P,16053936800;57195286623;37057761700
10.1109/CDC.2017.8264534/S,57211158470;57201465968;57218202833
10.1109/CDC.2017.8264251/O,56248593800;57210290270;6507317548
10.1109/CDC.2017.8264251/P,56196521900;57202612841;57204031131
10.1109/CDC.2017.8264251/S,57203245208;55649569259;10640480600
10.1080/16864360.2017.1419649/O,57212136375;57197773578;57212351859
10.1080/16864360.2017.1419649/P,54978625300;57200534297;7004904337
10.1080/16864360.2017.1419649/S,57205763350;57202579348;57190247942
10.1016/j.matdes.2017.10.054/O,7004904337;55359526600;57193016069
10.1016/j.matdes.2017.10.054/P,57198146081;40561545600;6701720294
10.1016/j.matdes.2017.10.054/S,57189382200;57201980753;57193518829
10.1016/j.msea.2017.10.092/O,46062451500;57200515115;56363360200
10.1016/j.msea.2017.10.092/P,6701720294;57195591421;6507358470
10.1016/j.msea.2017.10.092/S,57208255032;56556056000;15848771600
10.1080/16864360.2017.1353736/O,57193903292;57192959498;56767836200
10.1080/16864360.2017.1353736/P,57204825465;57212879455;56556056000
10.1080/16864360.2017.1353736/S,8421746800;57190247942;57204964732
10.1049/cp.2018.0396/O,57081918700;9277159100;6701834327
10.1049/cp.2018.0396/P,7003381644;7005241866;48361087900
10.1049/cp.2018.0396/S,57081918700;55864283000;56196521900
10.1115/GT201877188/O,23570183200;35562442700;57218591162
10.1115/GT201877188/P,6508342170;57214855898;57202580740
10.1115/GT201877188/S,57201357657;7006542177;57215609504
10.2514/6.2018-3646/O,55849071700;36668159600;57200077532
10.2514/6.2018-3646/P,35310092900;56798055200;35338971800
10.2514/6.2018-3646/S,57195596864;57195598039;36682113800
10.1061/9780784481295.054/O,57202585105;57144565100;56818839700
10.1061/9780784481295.054/P,7003663333;55916448500;55550262000
10.1061/9780784481295.054/S,55916448500;7004904337;55550262000
10.2514/6.2018-0107/O,7004300863;57217041570;57205288709
10.2514/6.2018-0107/P,35338971800;56830076500;35209941000
10.2514/6.2018-0107/S,57195596391;8342785400;8715877100
10.2514/6.2018-1652/O,57188833818;57209399454;57205293533
10.2514/6.2018-1652/P,36618663400;7005513246;57188658434
10.2514/6.2018-1652/S,57191570988;6701777223;23006267900
10.2514/6.2018-1510/O,18535712500;6701834327;57209889565
10.2514/6.2018-1510/P,7202538835;55359090100;57218685929
10.2514/6.2018-1510/S,57215306633;55359090100;57209889565
10.1109/TAP.2017.2772929/O,57204029674;6506311950;57192697616
10.1109/TAP.2017.2772929/P,57210290270;26427694400;7402786794
10.1109/TAP.2017.2772929/S,57204802622;55452524500;35597296700
10.31438/trf.hh2018.61/O,57211642778;7102483892;7004300863
10.31438/trf.hh2018.61/P,6701863708;57204031131;6602776615
10.31438/trf.hh2018.61/S,35409277700;57216187696;7102483892
10.1364/FIO.2018.JTu2A.138/O,6602958570;7007046711;57216811262
10.1364/FIO.2018.JTu2A.138/P,57215613881;56492379200;8705255200
10.1364/FIO.2018.JTu2A.138/S,57203308821;7003292762;57191862517
10.1364/FIO.2018.FM4C.2/O,57216739000;7005513246;7004904337
10.1364/FIO.2018.FM4C.2/P,57216747100;57218202833;7005513246
10.1364/FIO.2018.FM4C.2/S,57218202833;57216747100;7004904337
10.1364/FIO.2018.FW7B.6/O,7103395611;57191995369;7003381644
10.1364/FIO.2018.FW7B.6/P,57194155925;57201484423;7005513246
10.1364/FIO.2018.FW7B.6/S,57218202833;57218221803;56957771800
10.2514/6.2018-3506/O,7201793184;57191570988;57211516485
10.2514/6.2018-3506/P,56824897200;6603570606;56681156600
10.2514/6.2018-3506/S,6506328689;57203661089;7007155092
10.1061/9780784481547.001/O,55315026400;9277159100;8621794000
10.1061/9780784481547.001/P,36668159600;57190404271;57216076371
10.1061/9780784481547.001/S,57216048774;35562442700;57218202833
10.1364/AO.57.00A122/O,35729129900;57198451372;57216739000
10.1364/AO.57.00A122/P,7102879142;57215613881;8208317300
10.1364/AO.57.00A122/S,8372868700;55949256500;57190228554
10.1016/j.jmst.2017.10.024/O,57208255032;57217581770;7004495126
10.1016/j.jmst.2017.10.024/P,7003772744;57204091960;6508306234
10.1016/j.jmst.2017.10.024/S,57193564939;57211282830;55694540600
10.1016/j.jmst.2017.10.023/O,7004495126;7005513246;57023931200
10.1016/j.jmst.2017.10.023/P,57211282935;8715877100;57214773567
10.1016/j.jmst.2017.10.023/S,57200534297;55547123342;57196465311
10.1115/DETC201885450/O,57197765649;24759275600;57210289242
10.1115/DETC201885450/P,57201759181;57188681207;57197765649
10.1115/DETC201885450/S,57212345817;14033673100;57198146081
10.1115/DETC2018-85224/O,57204719691;7202316035;57188681207
10.1115/DETC2018-85224/P,57207365951;57192955909;56716946800
10.1115/DETC2018-85224/S,57192943554;57205257595;56890669600
10.1115/DETC201885927/O,57081918700;57200515115;54978625300
10.1115/DETC201885927/P,56331127200;57214076898;57214718289
10.1115/DETC201885927/S,56260937200;7102523474;57212351859
10.1115/DETC201886056/O,57212147414;56045493000;57204761536
10.1115/DETC201886056/P,56890669600;57189243866;8533888200
10.1115/DETC201886056/S,57205257595;56890669600;57197765649
10.1115/DETC2018-86170/O,7006441571;57192955909;8244752200
10.1115/DETC2018-86170/P,57193360481;12544690900;35262249500
10.1115/DETC2018-86170/S,8621794000;55829396600;56330970800
10.1115/DETC2018-86156/O,57205762398;57197791798;57204964732
10.1115/DETC2018-86156/P,57193362917;57212877401;57212136375
10.1115/DETC2018-86156/S,6603625990;56260937200;18042274300
10.1115/DETC2018-86164/O,56896919700;57214855898;24177939700
10.1115/DETC2018-86164/P,57208598187;57204029674;55829396600
10.1115/DETC2018-86164/S,55486520500;55457444300;57210289242
10.1115/DETC2018-86130/O,12142543700;57214855898;56045493000
10.1115/DETC2018-86130/P,7005612595;35409277700;7004307869
10.1115/DETC2018-86130/S,57193008289;57204607180;57189351639
10.1109/TNS.2017.2772288/O,19639917400;57208706948;57206834042
10.1109/TNS.2017.2772288/P,57208706948;57208707588;7004904337
10.1109/TNS.2017.2772288/S,57205652485;7005976828;7006631262
10.1117/12.2321696/O,57190247942;57188833818;57200534297
10.1117/12.2321696/P,6602649851;56330970800;57204032253
10.1117/12.2321696/S,56830076500;8421746800;57204029674
10.1117/12.2324317/O,57208246750;57200118993;56369566500
10.1117/12.2324317/P,57208246750;57198443855;56875349800
10.1117/12.2324317/S,57215609504;7103395611;57195332895
10.1117/12.2304546/O,57218102993;57197710678;57204029674
10.1117/12.2304546/P,57210912098;56824897200;57211516485
10.1117/12.2304546/S,57195420301;55788214400;57191952713
10.1049/cp.2018.0983/O,56824897200;57196261400;55619678900
10.1049/cp.2018.0983/P,57203661089;53878508900;56976354400
10.1049/cp.2018.0983/S,56148594700;55855376400;6602649851
10.1115/GT2018-77221/O,7004904337;57200514682;55807316700
10.1115/GT2018-77221/P,57193749678;57200514682;57191570988
10.1115/GT2018-77221/S,6701863708;7005513246;57190859038
10.2514/6.2018-3949/O,57214365851;55949256500;36668159600
10.2514/6.2018-3949/P,57212088299;56798055200;57219015425
10.2514/6.2018-3949/S,57198450286;54911216200;56453304300
10.2514/6.2018-1354/O,56709287700;36240601900;55660173800
10.2514/6.2018-1354/P,57202735625;7201675107;6701720294
10.2514/6.2018-1354/S,8321530600;35239803700;23091904000
10.1016/j.precisioneng.2017.11.001/O,57195591421;56012631600;57214855898
10.1016/j.precisioneng.2017.11.001/P,57203922639;57217789464;55487415500
10.1016/j.precisioneng.2017.11.001/S,34873697600;57196487336;6602649851
10.1061/9780784481691.003/O,7401431037;35508257500;55315026400
10.1061/9780784481691.003/P,8372868700;57144565100;7202277096
10.1061/9780784481691.003/S,57190189579;57205285411;23570183200
10.1364/CLEO_AT.2018.JW2A.24/O,57192595504;57218591162;57211435896
10.1364/CLEO_AT.2018.JW2A.24/P,7410190129;56492379200;57212271159
10.1364/CLEO_AT.2018.JW2A.24/S,7101643443;57192595504;56492379200
10.1364/CLEO_AT.2018.JTh2A.101/O,57198450286;57216183270;57211516485
10.1364/CLEO_AT.2018.JTh2A.101/P,57203308821;57204829124;53878508900
10.1364/CLEO_AT.2018.JTh2A.101/S,56453304300;7004904337;56148594700
10.1061/9780784481578.026/O,57195292516;57208012227;56559765400
10.1061/9780784481578.026/P,56911636200;12142543700;55359526600
10.1061/9780784481578.026/S,57195286623;57203486012;57218202833
10.1061/9780784481578.028/O,36843900000;57208246750;9277159100
10.1061/9780784481578.028/P,6603684079;57211516485;23987692400
10.1061/9780784481578.028/S,7103392045;57202627263;6602776615
10.1061/9780784481455.027/O,6507359986;47962305800;57194703295
10.1061/9780784481455.027/P,6603866674;6507359986;56666222000
10.1061/9780784481455.027/S,57216076371;57202580740;57218202833
10.1061/9780784481455.022/O,57144565100;57202572948;56666222000
10.1061/9780784481455.022/P,57202585105;56331558100;7103392045
10.1061/9780784481455.022/S,57202580740;56666222000;57216048774
10.1061/9780784481455.041/O,57204031131;36503632200;35790633100
10.1061/9780784481455.041/P,6602889035;36503632200;57216076371
10.1061/9780784481455.041/S,57204032253;9942259800;6505761847
10.1142/9789813235533_0057/O,57195427378;57191474405;23388379100
10.1142/9789813235533_0057/P,57197795830;57202322450;56701050600
10.1142/9789813235533_0057/S,57139150400;57199050938;6508339625
10.4271/2018-01-1236/O,6602889035;57211281996;55601054600
10.4271/2018-01-1236/P,6603042352;6602776615;7202083837
10.4271/2018-01-1236/S,39862017300;57218761022;57211282830
10.2514/6.2018-2016/O,6701777223;57188658434;57218202833
10.2514/6.2018-2016/P,8448666000;57210260262;35099253600
10.2514/6.2018-2016/S,57210260262;56798055200;6701777223
10.1117/12.2304436/O,57190404271;57194787481;57191862517
10.1117/12.2304436/P,35508257500;56830076500;7005709969
10.1117/12.2304436/S,57200077532;57203981655;57208341600
10.2514/6.2018-3938/O,57194853790;35182844400;57197726868
10.2514/6.2018-3938/P,56703039000;57191952713;23027991800
10.2514/6.2018-3938/S,57202040530;57210911049;6603907334
10.2514/6.2018-2826/O,7005513246;57189235340;7202538835
10.2514/6.2018-2826/P,57205288709;25639041400;57201912667
10.2514/6.2018-2826/S,36082483100;55837442300;56218368600
10.2514/6.2018-3146/O,55764401200;7202538835;57195332895
10.2514/6.2018-3146/P,7004904337;55194109800;16422844400
10.2514/6.2018-3146/S,7006815587;57193749678;57217654846
10.2514/6.2018-3614/O,57219332168;57205293533;14831622300
10.2514/6.2018-3614/P,57215306633;7004904337;13410345300
10.2514/6.2018-3614/S,55837442300;57194853790;6506010179
10.2514/6.2018-1384/O,8321530600;23027991800;7003663333
10.2514/6.2018-1384/P,23006267900;57191952713;56913378600
10.2514/6.2018-1384/S,57193902758;57190384916;57193895552
10.1115/OMAE2018-78079/O,56155127800;57192318731;57205288709
10.1115/OMAE2018-78079/P,36055605700;57203180502;57089497400
10.1115/OMAE2018-78079/S,57214076898;57196465311;16199522200
10.1115/JRC2018-6167/O,16041305200;57208524360;8533888200
10.1115/JRC2018-6167/P,16041305200;6506269903;56830076500
10.1115/JRC2018-6167/S,7004435321;8533888200;57198832579
10.1061/9780784481455.010/O,6602913811;55286783200;57203221999
10.1061/9780784481455.010/P,7402648240;7006815587;57202627263
10.1061/9780784481455.010/S,57218685929;7005253700;57198333909
10.1061/9780784481455.055/O,12142543700;55898266700;55932655400
10.1061/9780784481455.055/P,57214076898;36055605700;6507359986
10.1061/9780784481455.055/S,57201257192;57192697616;57193610705
10.2514/6.2018-1439/O,55649569259;6701646284;57209978209
10.2514/6.2018-1439/P,56584019300;6603570606;57216076371
10.2514/6.2018-1439/S,7006111578;57211254337;57194015684
10.1007/978-3-319-72484-3_27/O,55806548500;7003663333;56890178400
10.1007/978-3-319-72484-3_27/P,56559765400;23052031200;57118455800
10.1007/978-3-319-72484-3_27/S,57214365851;57202911672;57204783601
10.1007/s11661-017-4411-4/O,57193845336;8715877100;57207901363
10.1007/s11661-017-4411-4/P,7004307869;8533888200;56622088300
10.1007/s11661-017-4411-4/S,56890778700;8641604600;57201357657
10.1049/cp.2018.0911/O,36499438800;55511230900;57218761022
10.1049/cp.2018.0911/P,57210191104;57215609504;35562442700
10.1049/cp.2018.0911/S,57210912098;57210290270;35088650000
10.2514/1.J056504/O,57210911049;57206968876;7004609408
10.2514/1.J056504/P,57206968876;6701863708;56261172000
10.2514/1.J056504/S,57210911049;57202445593;57206968876
10.1117/12.2289145/O,55845968200;57201947722;57164754700
10.1117/12.2289145/P,57188711588;57215613881;57191110417
10.1117/12.2289145/S,57207901363;57215613881;57211987837
10.1117/12.2305957/O,57196372172;14033673100;57203661821
10.1117/12.2305957/P,57197795830;57111140800;57193230951
10.1117/12.2305957/S,57200077532;57207110219;57202612841
10.1117/12.2311281/O,23091904000;7005709969;8715877100
10.1117/12.2311281/P,8298784700;57193749678;6602577617
10.1117/12.2311281/S,7005513246;57192955909;57202818911
10.1364/ofs.2018.tub2/O,57209824884;18535712500;57218202833
10.1364/ofs.2018.tub2/P,57211642778;57202445593;7005513246
10.1364/ofs.2018.tub2/S,56890178400;6508306234;55812232700
10.1115/OMAE2018-77117/O,6603286802;57196468765;57209881955
10.1115/OMAE2018-77117/P,7004307869;57203221999;56662711400
10.1115/OMAE2018-77117/S,8922674200;57212351695;56487893500
10.1061/9780784481660.006/O,56148594700;56622088300;56957771800
10.1061/9780784481660.006/P,57207774891;57205767010;57205766759
10.1061/9780784481660.006/S,8421746800;56767836200;57204032253
10.1016/j.applthermaleng.2017.09.095/O,57217581937;6603410853;7006120837
10.1016/j.applthermaleng.2017.09.095/P,56798055200;8533888200;7003663333
10.1016/j.applthermaleng.2017.09.095/S,56323465700;36933855300;57211500187
10.2514/1.I010627/O,35175200200;57210916608;55613237293
10.2514/1.I010627/P,57210911049;10640480600;56560099200
10.2514/1.I010627/S,56196521900;57210919648;57210911049
10.1061/9780784481660.005/O,56741048000;51461952600;57208184650
10.1061/9780784481660.005/P,6602649851;57212151348;12142543700
10.1061/9780784481660.005/S,55739722900;6701755273;6506942267
10.1061/9780784481660.020/O,55413647400;56854811600;57205348362
